,name,model,actual price,old price,discount
509,adidas,Forum x Home Alone,"110,00","110,00",0%
510,Nike,Women's Dunk High Up ,"120,00","120,00",0%
511,Nike, Free Terra Vista,"120,00","120,00",0%
512,Nike, Waffle Trainer 2,"90,00","90,00",0%
513,Converse,Chuck Canvas 70 LTD OX,"160,00","160,00",0%
514,Converse,"Chuck 70 Canvas LTD Hi ""Trek""","200,00","200,00",0%
515,Nike,Women's Dunk High Up,"120,00","120,00",0%
516,Nike,Women's Blazer Low '77 Jumbo,"95,00","95,00",0%
517,Nike,Women's Blazer Low '77 Jumbo,"95,00","95,00",0%
518,Converse,"Chuck 70 Canvas LTD Hi ""Trek""","200,00","200,00",0%
519,adidas,Niteball,"120,00","120,00",0%
520,adidas,Niteball,"120,00","120,00",0%
521,Hender Scheme,Leather Slippers,"145,00","145,00",0%
522,adidas,Superturf Adventure,"160,00","160,00",0%
523,adidas,ZX 5K Boost Lerna,"160,00","160,00",0%
524,adidas,Superstar 82,"120,00","120,00",0%
525,adidas,Ultraboost 5.0 DNA,"180,00","180,00",0%
526,adidas,"Ultraboost DNA ""Mono CNY""","180,00","180,00",0%
527,adidas,Women's Adilette Bonega,"80,00","80,00",0%
528,Rick Owens,Leather Sneakers,"805,00","805,00",0%
529,Rick Owens,Leather Geobasket,"805,00","805,00",0%
530,Rick Owens,Leather Geobasket,"880,00","880,00",0%
531,Rick Owens,Leather Low Sneakers,"675,00","675,00",0%
532,Puma,Women's Suede Mayu Up,"110,00","110,00",0%
533,Puma,Women's Cali Dream Leather,"100,00","100,00",0%
534,Puma,Women's Cali Dream Metal,"100,00","100,00",0%
535,Puma,Kid's Suede Tiny PS,"65,00","65,00",0%
536,Puma,Kid's Suede Tiny PS,"65,00","65,00",0%
537,Puma,Basket VTG,"90,00","90,00",0%
538,Puma,Women's Suede Mayu Mix ,"100,00","100,00",0%
539,Jordan,"Jordan 1 Retro High OG (TD) ""Patent Bread""","60,00","60,00",0%
540,Puma,Mirage Sport SC,"130,00","130,00",0%
541,Puma,"Slipstream Low VTG ""The NeverWorn""","110,00","110,00",0%
542,Puma,"Suede VTG ""The NeverWorn""","100,00","100,00",0%
543,Puma,Women's Suede Mayu Up,"110,00","110,00",0%
544,Puma,Basket VTG,"90,00","90,00",0%
545,Puma,Women's Suede Mayu Leather Slip-On,"90,00","90,00",0%
546,Puma,Women's Suede Mayu Leather Slip-On,"90,00","90,00",0%
547,Puma,Muenster OG,"110,00","110,00",0%
548,Puma,Muenster OG,"110,00","110,00",0%
549,Hender Scheme,Manual Industrial Products 14 Boots,"815,00","815,00",0%
550,Nike,Women's Air Huarache,"120,00","120,00",0%
551,Nike,Women's Blazer Mid '77 Jumbo,"110,00","110,00",0%
552,adidas,"Forum 84 Low ""Candy Cane""","100,00","100,00",0%
553,adidas,"Forum 84 Hi ""Candy Cane""","120,00","120,00",0%
554,Nike,Free Terra Vista,"120,00","120,00",0%
555,Nike,Air Huarache LE,"120,00","120,00",0%
556,Saucony,"Shadow 6000 ""White Rabbit"" x Extra Butter","150,00","150,00",0%
557,Converse,Run Star Hike Hi,"70,00","140,00",50%
558,Converse,Women's Run Star Motion OX,"110,00","110,00",0%
559,Converse,Chuck 70 Utility Hi,"140,00","140,00",0%
560,Converse,Women's Run Star Motion OX,"110,00","110,00",0%
561,Le Coq Sportif,Tennis,"105,00","105,00",0%
562,Saucony,Shadow 6000 x Alife ,"150,00","150,00",0%
563,Salomon,XT-Wings 2 ,"145,00","145,00",0%
564,Le Coq Sportif,Tennis,"105,00","105,00",0%
565,Le Coq Sportif,Olympia Winter Arpin,"250,00","250,00",0%
566,adidas,Women's Stan Smith ,"100,00","100,00",0%
567,Jordan,"Women's Air Jordan 14 Retro Low ""Shocking Pink""","190,00","190,00",0%
568,adidas,Gazelle ADV x Paradigme,"110,00","110,00",0%
569,adidas,Forum Low,"100,00","100,00",0%
570,New Balance,992 Made in USA,"250,00","250,00",0%
571,New Balance,920 V1 Made in UK,"220,00","220,00",0%
572,Nike,Air Pegasus 83 Premium,"100,00","100,00",0%
573,Converse,Chuck 70 Hi,"100,00","100,00",0%
574,adidas,Streetball II,"140,00","140,00",0%
575,adidas,Women's Stan Smith ,"120,00","120,00",0%
576,Nike,Women's Air More Uptempo,"160,00","160,00",0%
577,adidas,"Dame 8 ""Dame Time""","120,00","120,00",0%
578,adidas,ZX 5K Boost ,"160,00","160,00",0%
579,Reebok,Zig Kinetica II Edge,"130,00","130,00",0%
580,Reebok,Club C Revenge Vintage,"100,00","100,00",0%
581,adidas,Women's Forum Bonega,"110,00","110,00",0%
582,adidas,Streetball II,"140,00","140,00",0%
583,Reebok,Women's Classic Leather x Cardi B,"120,00","120,00",0%
584,Reebok,Women's Classic Leather x Cardi B,"120,00","120,00",0%
585,adidas,Streetball II,"140,00","140,00",0%
586,adidas,Women's Forum Bonega Mid,"120,00","120,00",0%
587,Nike SB,Zoom Blazer Mid Premium,"110,00","110,00",0%
588,adidas,Forum Low,"100,00","100,00",0%
589,adidas,Women's ZX 5K Boost,"160,00","160,00",0%
590,Nike,Air Pegasus 83 Premium,"100,00","100,00",0%
591,Clarks,Wallabee Boots x Sweet Chick,"190,00","190,00",0%
592,Clarks,Wallabee Boots x Sweet Chick,"190,00","190,00",0%
593,Puma,Women's Mayze Flutur x Dua Lipa,"130,00","130,00",0%
594,Nike,Air VaporMax 2021 FK,"220,00","220,00",0%
595,Nike,Women's Air Force 1 Fontanka,"110,00","110,00",0%
596,Reebok,Women's Classic Leather x Cardi B,"120,00","120,00",0%
597,Rick Owens DRKSHDW,Performance Runner x VEJA,"250,00","250,00",0%
598,Vans Vault,Chukka Sierra LX OG,"90,00","90,00",0%
599,Rick Owens DRKSHDW,Performance Runner x VEJA,"250,00","250,00",0%
600,adidas,Women's Ultraboost 5.0 DNA,"180,00","180,00",0%
601,adidas,Women's Bryony x Disney,"110,00","110,00",0%
602,New Balance,990 V3 Made in USA,"220,00","220,00",0%
603,Nike,Air Huarache ,"130,00","130,00",0%
604,Jordan,"Women's Air Jordan 1 Zoom Air Comfort ""Bred""","140,00","140,00",0%
605,Le Coq Sportif,"LCS R1000 x SVD ""Energy Rooster""","180,00","180,00",0%
606,Converse,Weapon Cx Mid University,"120,00","120,00",0%
607,Converse,Women's Chuck 70 Hi,"95,00","95,00",0%
608,adidas,Hu NMD x Billionaire Boys Club,"220,00","220,00",0%
609,Nike,"LeBron 9 ""Watch the Throne""","200,00","200,00",0%
610,Vans Vault,Authentic VLT LX,"120,00","120,00",0%
611,Vans Vault,Old Skool VLT LX,"110,00","110,00",0%
612,Vans Vault,Sk8-Hi Reissue V VLT LX,"120,00","120,00",0%
613,Vans Vault,Old Skool V VLT LX,"110,00","110,00",0%
614,Vans Vault,Old Skool V VLT LX,"110,00","110,00",0%
615,Vans Vault,Chukka Sierra LX OG,"90,00","90,00",0%
616,Vans,Old Skool 36 DX,"95,00","95,00",0%
617,Vans,Authentic 44 DX,"85,00","85,00",0%
618,Vans,Authentic 44 DX,"85,00","85,00",0%
619,Nike,"Air Max Plus SE ""Running Club""","180,00","180,00",0%
620,Nike,Air Max 90 NRG,"140,00","140,00",0%
621,Nike,Women's Air Force 1 High Sculpt,"130,00","130,00",0%
622,Nike,Air Flight Lite Mid,"120,00","120,00",0%
623,VEJA,Women's V-10 Leather,"130,00","130,00",0%
624,VEJA,V-10 Leather,"130,00","130,00",0%
625,VEJA,V-12 Leather,"130,00","130,00",0%
626,VEJA,V-10 Leather,"130,00","130,00",0%
627,VEJA,Venturi Alveo Mesh,"155,00","155,00",0%
628,VEJA,Women's Venturi Suede,"155,00","155,00",0%
629,VEJA,Women's Nova Canvas,"85,00","85,00",0%
630,Vans Vault,Chukka Boot VLT Lx x Cali Thornhill Dewitt,"95,00","95,00",0%
631,Vans Vault,Classic Slip-On VLT Lx x Cali Thornhill Dewitt,"90,00","90,00",0%
632,Vans Vault,Sk8-Hi VLT LX x Cali Thornhill Dewitt,"100,00","100,00",0%
633,Vans Vault,Era VLT LX x Cali Thornhill Dewitt,"90,00","90,00",0%
634,Vans Vault,Old Skool VLT x Cali Thornhill Dewitt,"95,00","95,00",0%
635,adidas,Lyon,"110,00","110,00",0%
636,Nike,Zoom 004 x MMW,"450,00","450,00",0%
637,Rick Owens,Women's Gryphon Sandals x Dr. Martens,"148,50","270,00",45%
638,Nike SB,Chron 2,"65,00","65,00",0%
639,Nike,Air Force 1 '07,"120,00","120,00",0%
640,Suicoke,Depa-ECS,"72,50","145,00",50%
641,Suicoke,Von Slides,"47,50","95,00",50%
642,Reebok,Legacy 83 [Ree]Cycled,"50,00","100,00",50%
643,Suicoke,DEPA-Cab,"60,00","120,00",50%
644,New Balance,WL574V2,"55,00","100,00",45%
645,Puma,Women's Mayze Glow,"110,00","110,00",0%
646,adidas Consortium,CG Scuba Phormar,"250,00","250,00",0%
647,Nike,Women's Air Force 1 High Sculpt,"120,00","120,00",0%
648,adidas,Forum Low,"100,00","100,00",0%
649,Nike,"Women's Air Max 90 ""Safari""","150,00","150,00",0%
650,adidas YEEZY,"Yeezy 500 ""Ash Grey""","200,00","200,00",0%
651,Dr. Martens,Black 2976 Chelsea Boots x Neighborhood,"170,50","310,00",45%
652,Le Coq Sportif,LCS R1000,"50,00","100,00",50%
653,Converse,Weapon Cx Mid Kinetic,"60,00","120,00",50%
654,adidas,Ultraboost 22,"190,00","190,00",0%
655,adidas,Ultraboost 22,"190,00","190,00",0%
656,adidas,Ultraboost 22,"190,00","190,00",0%
657,Nike,Be-Do-Win SP,"71,50","130,00",45%
658,Converse,Chuck 70 Utility Hi,"140,00","140,00",0%
659,Converse,Chuck 70 Utility Hi,"70,00","140,00",50%
660,Converse,Chuck 70 Hi ,"55,00","110,00",50%
661,Converse,Chuck 70 Hi ,"47,50","95,00",50%
662,Crocs,Classic Clog,"30,00","50,00",40%
663,adidas,Women's Superstar Bonega,"110,00","110,00",0%
664,Nike,Air Max Pre-Day ,"71,50","130,00",45%
665,adidas,Forum Mid,"110,00","110,00",0%
666,adidas,Forum Mid,"110,00","110,00",0%
667,Puma,Women's Cali Dream,"100,00","100,00",0%
668,Puma,Women's Suede Mayu,"100,00","100,00",0%
669,Puma,Women's Suede Mayu,"100,00","100,00",0%
670,Puma,Women's Suede Mayu,"100,00","100,00",0%
671,Nike,Women's Air Max Pre Day ,"77,00","140,00",45%
672,Nike SB,Zoom Blazer Mid Premium,"110,00","110,00",0%
673,MCQ,IC0 Slides,"120,00","120,00",0%
674,MCQ,Orbyt Descender 2.0,"275,00","275,00",0%
675,Jordan,Women’s Air Jordan 11 “Animal Instinct”,"190,00","190,00",0%
676,Jordan,"Air Jordan 13 Retro Low ""Single's Day""","200,00","200,00",0%
677,Vans Vault,Old Skool LX OG,"45,00","90,00",50%
678,Vans Vault,Old Skool LX OG,"45,00","90,00",50%
679,Nike,"Air Huarache LE ""Praline""","71,50","130,00",45%
